Date,SKU,Quantity,Revenue,Current_Stock
2023-09-27,TSHIRT-001,2,40,111
2023-09-28,TSHIRT-001,2,40,373
2023-09-29,TSHIRT-001,2,40,171
2023-09-30,TSHIRT-001,2,40,159
2023-10-01,TSHIRT-001,2,40,408
2023-10-02,TSHIRT-001,2,40,107
2023-10-03,TSHIRT-001,2,40,298
2023-10-04,TSHIRT-001,2,40,486
2023-10-05,TSHIRT-001,2,40,123
2023-10-06,TSHIRT-001,2,40,415
2023-10-07,TSHIRT-001,3,60,439
2023-10-08,TSHIRT-001,3,60,327
2023-10-09,TSHIRT-001,1,20,418
2023-10-10,TSHIRT-001,2,40,313
2023-10-11,TSHIRT-001,1,20,443
2023-10-12,TSHIRT-001,2,40,171
2023-10-13,TSHIRT-001,2,40,171
2023-10-14,TSHIRT-001,1,20,376
2023-10-15,TSHIRT-001,2,40,465
2023-10-16,TSHIRT-001,2,40,194
2023-10-17,TSHIRT-001,2,40,316
2023-10-18,TSHIRT-001,3,60,388
2023-10-19,TSHIRT-001,2,40,140
2023-10-20,TSHIRT-001,2,40,175
2023-10-21,TSHIRT-001,3,60,247
2023-10-22,TSHIRT-001,2,40,260
2023-10-23,TSHIRT-001,2,40,452
2023-10-24,TSHIRT-001,2,40,101
2023-10-25,TSHIRT-001,3,60,176
2023-10-26,TSHIRT-001,2,40,215
2023-10-27,TSHIRT-001,2,40,265
2023-10-28,TSHIRT-001,2,40,458
2023-10-29,TSHIRT-001,3,60,242
2023-10-30,TSHIRT-001,2,40,205
2023-10-31,TSHIRT-001,3,60,489
2023-11-01,TSHIRT-001,5,100,108
2023-11-02,TSHIRT-001,6,120,363
2023-11-03,TSHIRT-001,5,100,427
2023-11-04,TSHIRT-001,5,100,417
2023-11-05,TSHIRT-001,5,100,210
2023-11-06,TSHIRT-001,5,100,413
2023-11-07,TSHIRT-001,6,120,121
2023-11-08,TSHIRT-001,7,140,396
2023-11-09,TSHIRT-001,4,80,287
2023-11-10,TSHIRT-001,5,100,111
2023-11-11,TSHIRT-001,5,100,186
2023-11-12,TSHIRT-001,5,100,342
2023-11-13,TSHIRT-001,7,140,221
2023-11-14,TSHIRT-001,5,100,272
2023-11-15,TSHIRT-001,4,80,491
2023-11-16,TSHIRT-001,5,100,387
2023-11-17,TSHIRT-001,6,120,406
2023-11-18,TSHIRT-001,4,80,411
2023-11-19,TSHIRT-001,7,140,460
2023-11-20,TSHIRT-001,5,100,342
2023-11-21,TSHIRT-001,6,120,134
2023-11-22,TSHIRT-001,5,100,306
2023-11-23,TSHIRT-001,4,80,452
2023-11-24,TSHIRT-001,6,120,312
2023-11-25,TSHIRT-001,6,120,258
2023-11-26,TSHIRT-001,7,140,392
2023-11-27,TSHIRT-001,6,120,103
2023-11-28,TSHIRT-001,7,140,251
2023-11-29,TSHIRT-001,7,140,149
2023-11-30,TSHIRT-001,6,120,349
2023-12-01,TSHIRT-001,9,180,216
2023-12-02,TSHIRT-001,10,200,434
2023-12-03,TSHIRT-001,6,120,361
2023-12-04,TSHIRT-001,7,140,230
2023-12-05,TSHIRT-001,6,120,336
2023-12-06,TSHIRT-001,10,200,324
2023-12-07,TSHIRT-001,8,160,454
2023-12-08,TSHIRT-001,8,160,186
2023-12-09,TSHIRT-001,10,200,397
2023-12-10,TSHIRT-001,9,180,140
2023-12-11,TSHIRT-001,8,160,417
2023-12-12,TSHIRT-001,8,160,113
2023-12-13,TSHIRT-001,8,160,330
2023-12-14,TSHIRT-001,11,220,425
2023-12-15,TSHIRT-001,7,140,244
2023-12-16,TSHIRT-001,10,200,165
2023-12-17,TSHIRT-001,9,180,262
2023-12-18,TSHIRT-001,7,140,263
2023-12-19,TSHIRT-001,11,220,400
2023-12-20,TSHIRT-001,8,160,109
2023-12-21,TSHIRT-001,8,160,294
2023-12-22,TSHIRT-001,7,140,192
2023-12-23,TSHIRT-001,9,180,365
2023-12-24,TSHIRT-001,8,160,232
2023-12-25,TSHIRT-001,11,220,375
2023-12-26,TSHIRT-001,11,220,412
2023-12-27,TSHIRT-001,10,200,163
2023-12-28,TSHIRT-001,8,160,206
2023-12-29,TSHIRT-001,8,160,274
2023-12-30,TSHIRT-001,10,200,219
2023-12-31,TSHIRT-001,14,280,143
2024-01-01,TSHIRT-001,5,100,489
2024-01-02,TSHIRT-001,4,80,207
2024-01-03,TSHIRT-001,4,80,433
2024-01-04,TSHIRT-001,5,100,229
2024-01-05,TSHIRT-001,4,80,381
2024-01-06,TSHIRT-001,4,80,384
2024-01-07,TSHIRT-001,4,80,344
2024-01-08,TSHIRT-001,5,100,158
2024-01-09,TSHIRT-001,5,100,305
2024-01-10,TSHIRT-001,3,60,111
2024-01-11,TSHIRT-001,5,100,284
2024-01-12,TSHIRT-001,5,100,138
2024-01-13,TSHIRT-001,6,120,277
2024-01-14,TSHIRT-001,3,60,393
2024-01-15,TSHIRT-001,6,120,333
2024-01-16,TSHIRT-001,4,80,479
2024-01-17,TSHIRT-001,5,100,451
2024-01-18,TSHIRT-001,5,100,457
2024-01-19,TSHIRT-001,5,100,389
2024-01-20,TSHIRT-001,6,120,292
2024-01-21,TSHIRT-001,5,100,244
2024-01-22,TSHIRT-001,7,140,125
2024-01-23,TSHIRT-001,6,120,175
2024-01-24,TSHIRT-001,6,120,427
2024-01-25,TSHIRT-001,6,120,241
2024-01-26,TSHIRT-001,6,120,152
2024-01-27,TSHIRT-001,6,120,319
2024-01-28,TSHIRT-001,7,140,291
2024-01-29,TSHIRT-001,7,140,172
2024-01-30,TSHIRT-001,5,100,344
2024-01-31,TSHIRT-001,7,140,423
2024-02-01,TSHIRT-001,6,120,197
2024-02-02,TSHIRT-001,4,80,201
2024-02-03,TSHIRT-001,5,100,118
2024-02-04,TSHIRT-001,6,120,378
2024-02-05,TSHIRT-001,7,140,438
2024-02-06,TSHIRT-001,6,120,409
2024-02-07,TSHIRT-001,7,140,188
2024-02-08,TSHIRT-001,7,140,298
2024-02-09,TSHIRT-001,5,100,242
2024-02-10,TSHIRT-001,5,100,404
2024-02-11,TSHIRT-001,8,160,323
2024-02-12,TSHIRT-001,5,100,366
2024-02-13,TSHIRT-001,6,120,454
2024-02-14,TSHIRT-001,7,140,364
2024-02-15,TSHIRT-001,5,100,102
2024-02-16,TSHIRT-001,7,140,216
2024-02-17,TSHIRT-001,6,120,320
2024-02-18,TSHIRT-001,5,100,403
2024-02-19,TSHIRT-001,5,100,392
2024-02-20,TSHIRT-001,6,120,142
2024-02-21,TSHIRT-001,5,100,442
2024-02-22,TSHIRT-001,7,140,478
2024-02-23,TSHIRT-001,7,140,120
2024-02-24,TSHIRT-001,7,140,380
2024-02-25,TSHIRT-001,7,140,391
2024-02-26,TSHIRT-001,6,120,389
2024-02-27,TSHIRT-001,7,140,433
2024-02-28,TSHIRT-001,5,100,151
2024-02-29,TSHIRT-001,7,140,126
2024-03-01,TSHIRT-001,7,140,235
2024-03-02,TSHIRT-001,8,160,243
2024-03-03,TSHIRT-001,7,140,101
2024-03-04,TSHIRT-001,6,120,176
2024-03-05,TSHIRT-001,6,120,362
2024-03-06,TSHIRT-001,7,140,450
2024-03-07,TSHIRT-001,7,140,258
2024-03-08,TSHIRT-001,7,140,170
2024-03-09,TSHIRT-001,8,160,397
2024-03-10,TSHIRT-001,6,120,135
2024-03-11,TSHIRT-001,6,120,409
2024-03-12,TSHIRT-001,7,140,484
2024-03-13,TSHIRT-001,7,140,146
2024-03-14,TSHIRT-001,4,80,478
2024-03-15,TSHIRT-001,10,200,125
2024-03-16,TSHIRT-001,7,140,108
2024-03-17,TSHIRT-001,6,120,220
2024-03-18,TSHIRT-001,7,140,224
2024-03-19,TSHIRT-001,7,140,148
2024-03-20,TSHIRT-001,7,140,253
2024-03-21,TSHIRT-001,6,120,251
2024-03-22,TSHIRT-001,6,120,118
2024-03-23,TSHIRT-001,7,140,444
2024-03-24,TSHIRT-001,8,160,245
2024-03-25,TSHIRT-001,6,120,341
2024-03-26,TSHIRT-001,7,140,168
2024-03-27,TSHIRT-001,8,160,325
2024-03-28,TSHIRT-001,6,120,260
2024-03-29,TSHIRT-001,7,140,392
2024-03-30,TSHIRT-001,7,140,242
2024-03-31,TSHIRT-001,6,120,110
2024-04-01,TSHIRT-001,6,120,237
2024-04-02,TSHIRT-001,8,160,353
2024-04-03,TSHIRT-001,5,100,357
2024-04-04,TSHIRT-001,8,160,245
2024-04-05,TSHIRT-001,5,100,422
2024-04-06,TSHIRT-001,5,100,340
2024-04-07,TSHIRT-001,5,100,379
2024-04-08,TSHIRT-001,8,160,266
2024-04-09,TSHIRT-001,9,180,208
2024-04-10,TSHIRT-001,6,120,295
2024-04-11,TSHIRT-001,6,120,368
2024-04-12,TSHIRT-001,6,120,104
2024-04-13,TSHIRT-001,7,140,126
2024-04-14,TSHIRT-001,5,100,299
2024-04-15,TSHIRT-001,8,160,149
2024-04-16,TSHIRT-001,6,120,157
2024-04-17,TSHIRT-001,8,160,358
2024-04-18,TSHIRT-001,5,100,390
2024-04-19,TSHIRT-001,5,100,453
2024-04-20,TSHIRT-001,5,100,249
2024-04-21,TSHIRT-001,6,120,399
2024-04-22,TSHIRT-001,8,160,410
2024-04-23,TSHIRT-001,8,160,307
2024-04-24,TSHIRT-001,5,100,154
2024-04-25,TSHIRT-001,5,100,499
2024-04-26,TSHIRT-001,7,140,129
2024-04-27,TSHIRT-001,7,140,336
2024-04-28,TSHIRT-001,6,120,385
2024-04-29,TSHIRT-001,8,160,248
2024-04-30,TSHIRT-001,6,120,330
2024-05-01,TSHIRT-001,6,120,387
2024-05-02,TSHIRT-001,7,140,137
2024-05-03,TSHIRT-001,6,120,325
2024-05-04,TSHIRT-001,6,120,460
2024-05-05,TSHIRT-001,5,100,440
2024-05-06,TSHIRT-001,5,100,430
2024-05-07,TSHIRT-001,6,120,422
2024-05-08,TSHIRT-001,5,100,295
2024-05-09,TSHIRT-001,4,80,410
2024-05-10,TSHIRT-001,7,140,242
2024-05-11,TSHIRT-001,6,120,441
2024-05-12,TSHIRT-001,4,80,111
2024-05-13,TSHIRT-001,8,160,338
2024-05-14,TSHIRT-001,7,140,390
2024-05-15,TSHIRT-001,4,80,257
2024-05-16,TSHIRT-001,7,140,113
2024-05-17,TSHIRT-001,7,140,172
2024-05-18,TSHIRT-001,6,120,305
2024-05-19,TSHIRT-001,6,120,375
2024-05-20,TSHIRT-001,7,140,380
2024-05-21,TSHIRT-001,6,120,352
2024-05-22,TSHIRT-001,9,180,409
2024-05-23,TSHIRT-001,6,120,337
2024-05-24,TSHIRT-001,6,120,489
2024-05-25,TSHIRT-001,5,100,124
2024-05-26,TSHIRT-001,5,100,124
2024-05-27,TSHIRT-001,6,120,178
2024-05-28,TSHIRT-001,6,120,387
2024-05-29,TSHIRT-001,6,120,227
2024-05-30,TSHIRT-001,4,80,433
2024-05-31,TSHIRT-001,5,100,119
2024-06-01,TSHIRT-001,5,100,489
2024-06-02,TSHIRT-001,6,120,259
2024-06-03,TSHIRT-001,6,120,159
2024-06-04,TSHIRT-001,4,80,250
2024-06-05,TSHIRT-001,5,100,229
2024-06-06,TSHIRT-001,7,140,481
2024-06-07,TSHIRT-001,5,100,428
2024-06-08,TSHIRT-001,5,100,255
2024-06-09,TSHIRT-001,5,100,179
2024-06-10,TSHIRT-001,5,100,499
2024-06-11,TSHIRT-001,5,100,202
2024-06-12,TSHIRT-001,5,100,139
2024-06-13,TSHIRT-001,6,120,407
2024-06-14,TSHIRT-001,6,120,320
2024-06-15,TSHIRT-001,6,120,330
2024-06-16,TSHIRT-001,7,140,277
2024-06-17,TSHIRT-001,4,80,106
2024-06-18,TSHIRT-001,5,100,254
2024-06-19,TSHIRT-001,6,120,328
2024-06-20,TSHIRT-001,5,100,185
2024-06-21,TSHIRT-001,5,100,329
2024-06-22,TSHIRT-001,4,80,178
2024-06-23,TSHIRT-001,6,120,475
2024-06-24,TSHIRT-001,5,100,488
2024-06-25,TSHIRT-001,4,80,287
2024-06-26,TSHIRT-001,5,100,494
2024-06-27,TSHIRT-001,6,120,282
2024-06-28,TSHIRT-001,4,80,216
2024-06-29,TSHIRT-001,4,80,151
2024-06-30,TSHIRT-001,4,80,211
2024-07-01,TSHIRT-001,4,80,332
2024-07-02,TSHIRT-001,6,120,320
2024-07-03,TSHIRT-001,4,80,120
2024-07-04,TSHIRT-001,3,60,141
2024-07-05,TSHIRT-001,4,80,228
2024-07-06,TSHIRT-001,5,100,229
2024-07-07,TSHIRT-001,3,60,109
2024-07-08,TSHIRT-001,4,80,341
2024-07-09,TSHIRT-001,6,120,389
2024-07-10,TSHIRT-001,4,80,363
2024-07-11,TSHIRT-001,4,80,178
2024-07-12,TSHIRT-001,5,100,442
2024-07-13,TSHIRT-001,3,60,186
2024-07-14,TSHIRT-001,4,80,200
2024-07-15,TSHIRT-001,4,80,251
2024-07-16,TSHIRT-001,5,100,116
2024-07-17,TSHIRT-001,3,60,238
2024-07-18,TSHIRT-001,3,60,498
2024-07-19,TSHIRT-001,3,60,360
2024-07-20,TSHIRT-001,3,60,449
2024-07-21,TSHIRT-001,3,60,467
2024-07-22,TSHIRT-001,4,80,319
2024-07-23,TSHIRT-001,4,80,459
2024-07-24,TSHIRT-001,4,80,428
2024-07-25,TSHIRT-001,3,60,148
2024-07-26,TSHIRT-001,3,60,391
2024-07-27,TSHIRT-001,4,80,268
2024-07-28,TSHIRT-001,4,80,316
2024-07-29,TSHIRT-001,3,60,469
2024-07-30,TSHIRT-001,3,60,365
2024-07-31,TSHIRT-001,3,60,357
2024-08-01,TSHIRT-001,4,80,473
2024-08-02,TSHIRT-001,4,80,499
2024-08-03,TSHIRT-001,3,60,387
2024-08-04,TSHIRT-001,3,60,109
2024-08-05,TSHIRT-001,3,60,370
2024-08-06,TSHIRT-001,3,60,252
2024-08-07,TSHIRT-001,3,60,414
2024-08-08,TSHIRT-001,2,40,213
2024-08-09,TSHIRT-001,3,60,377
2024-08-10,TSHIRT-001,3,60,271
2024-08-11,TSHIRT-001,3,60,387
2024-08-12,TSHIRT-001,3,60,221
2024-08-13,TSHIRT-001,3,60,131
2024-08-14,TSHIRT-001,3,60,367
2024-08-15,TSHIRT-001,3,60,332
2024-08-16,TSHIRT-001,4,80,248
2024-08-17,TSHIRT-001,3,60,225
2024-08-18,TSHIRT-001,3,60,234
2024-08-19,TSHIRT-001,3,60,250
2024-08-20,TSHIRT-001,2,40,185
2024-08-21,TSHIRT-001,3,60,249
2024-08-22,TSHIRT-001,3,60,382
2024-08-23,TSHIRT-001,2,40,149
2024-08-24,TSHIRT-001,2,40,187
2024-08-25,TSHIRT-001,2,40,143
2024-08-26,TSHIRT-001,3,60,288
2024-08-27,TSHIRT-001,3,60,452
2024-08-28,TSHIRT-001,2,40,118
2024-08-29,TSHIRT-001,2,40,122
2024-08-30,TSHIRT-001,3,60,466
2024-08-31,TSHIRT-001,2,40,380
2024-09-01,TSHIRT-001,2,40,461
2024-09-02,TSHIRT-001,2,40,285
2024-09-03,TSHIRT-001,2,40,461
2024-09-04,TSHIRT-001,2,40,453
2024-09-05,TSHIRT-001,2,40,483
2024-09-06,TSHIRT-001,2,40,401
2024-09-07,TSHIRT-001,2,40,211
2024-09-08,TSHIRT-001,2,40,112
2024-09-09,TSHIRT-001,3,60,333
2024-09-10,TSHIRT-001,3,60,189
2024-09-11,TSHIRT-001,2,40,113
2024-09-12,TSHIRT-001,2,40,220
2024-09-13,TSHIRT-001,2,40,174
2024-09-14,TSHIRT-001,2,40,499
2024-09-15,TSHIRT-001,2,40,411
2024-09-16,TSHIRT-001,2,40,310
2024-09-17,TSHIRT-001,3,60,123
2024-09-18,TSHIRT-001,2,40,326
2024-09-19,TSHIRT-001,2,40,409
2024-09-20,TSHIRT-001,2,40,458
2024-09-21,TSHIRT-001,2,40,119
2024-09-22,TSHIRT-001,2,40,372
2024-09-23,TSHIRT-001,2,40,113
2024-09-24,TSHIRT-001,3,60,102
2024-09-25,TSHIRT-001,2,40,154
2024-09-26,TSHIRT-001,2,40,487
2024-09-27,TSHIRT-001,2,40,257
2024-09-28,TSHIRT-001,2,40,181
2024-09-29,TSHIRT-001,2,40,404
2024-09-30,TSHIRT-001,2,40,418
2024-10-01,TSHIRT-001,2,40,216
2024-10-02,TSHIRT-001,2,40,455
2024-10-03,TSHIRT-001,1,20,327
2024-10-04,TSHIRT-001,2,40,449
2024-10-05,TSHIRT-001,2,40,245
2024-10-06,TSHIRT-001,1,20,418
2024-10-07,TSHIRT-001,2,40,350
2024-10-08,TSHIRT-001,2,40,402
2024-10-09,TSHIRT-001,2,40,359
2024-10-10,TSHIRT-001,3,60,247
2024-10-11,TSHIRT-001,2,40,297
2024-10-12,TSHIRT-001,2,40,146
2024-10-13,TSHIRT-001,2,40,236
2024-10-14,TSHIRT-001,2,40,189
2024-10-15,TSHIRT-001,2,40,160
2024-10-16,TSHIRT-001,2,40,237
2024-10-17,TSHIRT-001,2,40,464
2024-10-18,TSHIRT-001,1,20,150
2024-10-19,TSHIRT-001,3,60,448
2024-10-20,TSHIRT-001,2,40,419
2024-10-21,TSHIRT-001,2,40,173
2024-10-22,TSHIRT-001,2,40,291
2024-10-23,TSHIRT-001,2,40,359
2024-10-24,TSHIRT-001,2,40,225
2024-10-25,TSHIRT-001,2,40,228
2024-10-26,TSHIRT-001,3,60,379
2024-10-27,TSHIRT-001,3,60,281
2024-10-28,TSHIRT-001,3,60,273
2024-10-29,TSHIRT-001,2,40,130
2024-10-30,TSHIRT-001,2,40,183
2024-10-31,TSHIRT-001,3,60,463
2022-01-01,HOODIE-002,5,200,205
2022-01-02,HOODIE-002,4,160,262
2022-01-03,HOODIE-002,4,160,319
2022-01-04,HOODIE-002,4,160,316
2022-01-05,HOODIE-002,3,120,304
2022-01-06,HOODIE-002,4,160,327
2022-01-07,HOODIE-002,4,160,283
2022-01-08,HOODIE-002,5,200,462
2022-01-09,HOODIE-002,4,160,120
2022-01-10,HOODIE-002,3,120,106
2022-01-11,HOODIE-002,6,240,169
2022-01-12,HOODIE-002,5,200,242
2022-01-13,HOODIE-002,5,200,298
2022-01-14,HOODIE-002,6,240,475
2022-01-15,HOODIE-002,5,200,483
2022-01-16,HOODIE-002,5,200,120
2022-01-17,HOODIE-002,7,280,181
2022-01-18,HOODIE-002,6,240,404
2022-01-19,HOODIE-002,5,200,470
2022-01-20,HOODIE-002,5,200,260
2022-01-21,HOODIE-002,6,240,277
2022-01-22,HOODIE-002,5,200,426
2022-01-23,HOODIE-002,7,280,185
2022-01-24,HOODIE-002,6,240,160
2022-01-25,HOODIE-002,8,320,160
2022-01-26,HOODIE-002,6,240,268
2022-01-27,HOODIE-002,6,240,185
2022-01-28,HOODIE-002,8,320,297
2022-01-29,HOODIE-002,7,280,197
2022-01-30,HOODIE-002,5,200,101
2022-01-31,HOODIE-002,6,240,121
2022-02-01,HOODIE-002,6,240,197
2022-02-02,HOODIE-002,7,280,243
2022-02-03,HOODIE-002,8,320,185
2022-02-04,HOODIE-002,5,200,175
2022-02-05,HOODIE-002,6,240,158
2022-02-06,HOODIE-002,5,200,237
2022-02-07,HOODIE-002,4,160,376
2022-02-08,HOODIE-002,6,240,119
2022-02-09,HOODIE-002,8,320,471
2022-02-10,HOODIE-002,6,240,313
2022-02-11,HOODIE-002,5,200,369
2022-02-12,HOODIE-002,7,280,480
2022-02-13,HOODIE-002,7,280,125
2022-02-14,HOODIE-002,6,240,468
2022-02-15,HOODIE-002,7,280,196
2022-02-16,HOODIE-002,6,240,141
2022-02-17,HOODIE-002,5,200,378
2022-02-18,HOODIE-002,6,240,188
2022-02-19,HOODIE-002,6,240,296
2022-02-20,HOODIE-002,6,240,406
2022-02-21,HOODIE-002,6,240,107
2022-02-22,HOODIE-002,6,240,396
2022-02-23,HOODIE-002,8,320,154
2022-02-24,HOODIE-002,8,320,492
2022-02-25,HOODIE-002,7,280,203
2022-02-26,HOODIE-002,6,240,309
2022-02-27,HOODIE-002,7,280,367
2022-02-28,HOODIE-002,6,240,485
2022-03-01,HOODIE-002,8,320,358
2022-03-02,HOODIE-002,6,240,382
2022-03-03,HOODIE-002,6,240,107
2022-03-04,HOODIE-002,6,240,200
2022-03-05,HOODIE-002,8,320,200
2022-03-06,HOODIE-002,7,280,359
2022-03-07,HOODIE-002,6,240,228
2022-03-08,HOODIE-002,8,320,162
2022-03-09,HOODIE-002,6,240,257
2022-03-10,HOODIE-002,7,280,368
2022-03-11,HOODIE-002,7,280,230
2022-03-12,HOODIE-002,6,240,452
2022-03-13,HOODIE-002,6,240,326
2022-03-14,HOODIE-002,5,200,288
2022-03-15,HOODIE-002,5,200,233
2022-03-16,HOODIE-002,6,240,310
2022-03-17,HOODIE-002,7,280,312
2022-03-18,HOODIE-002,8,320,315
2022-03-19,HOODIE-002,8,320,385
2022-03-20,HOODIE-002,7,280,376
2022-03-21,HOODIE-002,6,240,133
2022-03-22,HOODIE-002,9,360,140
2022-03-23,HOODIE-002,6,240,174
2022-03-24,HOODIE-002,8,320,378
2022-03-25,HOODIE-002,5,200,424
2022-03-26,HOODIE-002,8,320,207
2022-03-27,HOODIE-002,7,280,388
2022-03-28,HOODIE-002,7,280,311
2022-03-29,HOODIE-002,6,240,347
2022-03-30,HOODIE-002,7,280,255
2022-03-31,HOODIE-002,6,240,247
2022-04-01,HOODIE-002,8,320,223
2022-04-02,HOODIE-002,7,280,402
2022-04-03,HOODIE-002,6,240,393
2022-04-04,HOODIE-002,6,240,412
2022-04-05,HOODIE-002,7,280,216
2022-04-06,HOODIE-002,9,360,138
2022-04-07,HOODIE-002,6,240,492
2022-04-08,HOODIE-002,8,320,309
2022-04-09,HOODIE-002,8,320,214
2022-04-10,HOODIE-002,7,280,190
2022-04-11,HOODIE-002,8,320,453
2022-04-12,HOODIE-002,5,200,199
2022-04-13,HOODIE-002,4,160,427
2022-04-14,HOODIE-002,7,280,433
2022-04-15,HOODIE-002,6,240,183
2022-04-16,HOODIE-002,7,280,369
2022-04-17,HOODIE-002,7,280,253
2022-04-18,HOODIE-002,7,280,383
2022-04-19,HOODIE-002,8,320,272
2022-04-20,HOODIE-002,8,320,374
2022-04-21,HOODIE-002,6,240,497
2022-04-22,HOODIE-002,6,240,263
2022-04-23,HOODIE-002,7,280,385
2022-04-24,HOODIE-002,7,280,407
2022-04-25,HOODIE-002,6,240,188
2022-04-26,HOODIE-002,8,320,140
2022-04-27,HOODIE-002,6,240,295
2022-04-28,HOODIE-002,6,240,185
2022-04-29,HOODIE-002,8,320,219
2022-04-30,HOODIE-002,7,280,257
2022-05-01,HOODIE-002,6,240,367
2022-05-02,HOODIE-002,7,280,424
2022-05-03,HOODIE-002,8,320,403
2022-05-04,HOODIE-002,7,280,300
2022-05-05,HOODIE-002,8,320,492
2022-05-06,HOODIE-002,8,320,315
2022-05-07,HOODIE-002,7,280,164
2022-05-08,HOODIE-002,5,200,246
2022-05-09,HOODIE-002,6,240,125
2022-05-10,HOODIE-002,6,240,120
2022-05-11,HOODIE-002,6,240,406
2022-05-12,HOODIE-002,8,320,278
2022-05-13,HOODIE-002,6,240,231
2022-05-14,HOODIE-002,6,240,359
2022-05-15,HOODIE-002,7,280,175
2022-05-16,HOODIE-002,9,360,293
2022-05-17,HOODIE-002,6,240,261
2022-05-18,HOODIE-002,7,280,171
2022-05-19,HOODIE-002,6,240,186
2022-05-20,HOODIE-002,7,280,309
2022-05-21,HOODIE-002,6,240,160
2022-05-22,HOODIE-002,5,200,235
2022-05-23,HOODIE-002,6,240,479
2022-05-24,HOODIE-002,4,160,208
2022-05-25,HOODIE-002,5,200,340
2022-05-26,HOODIE-002,5,200,336
2022-05-27,HOODIE-002,8,320,439
2022-05-28,HOODIE-002,6,240,148
2022-05-29,HOODIE-002,4,160,401
2022-05-30,HOODIE-002,5,200,394
2022-05-31,HOODIE-002,7,280,440
2022-06-01,HOODIE-002,4,160,205
2022-06-02,HOODIE-002,5,200,462
2022-06-03,HOODIE-002,5,200,116
2022-06-04,HOODIE-002,6,240,443
2022-06-05,HOODIE-002,7,280,282
2022-06-06,HOODIE-002,6,240,140
2022-06-07,HOODIE-002,5,200,226
2022-06-08,HOODIE-002,5,200,145
2022-06-09,HOODIE-002,5,200,118
2022-06-10,HOODIE-002,4,160,431
2022-06-11,HOODIE-002,6,240,208
2022-06-12,HOODIE-002,6,240,367
2022-06-13,HOODIE-002,4,160,189
2022-06-14,HOODIE-002,6,240,202
2022-06-15,HOODIE-002,6,240,276
2022-06-16,HOODIE-002,6,240,274
2022-06-17,HOODIE-002,5,200,423
2022-06-18,HOODIE-002,6,240,260
2022-06-19,HOODIE-002,3,120,246
2022-06-20,HOODIE-002,4,160,338
2022-06-21,HOODIE-002,6,240,324
2022-06-22,HOODIE-002,5,200,431
2022-06-23,HOODIE-002,5,200,357
2022-06-24,HOODIE-002,4,160,384
2022-06-25,HOODIE-002,4,160,430
2022-06-26,HOODIE-002,6,240,365
2022-06-27,HOODIE-002,4,160,300
2022-06-28,HOODIE-002,5,200,476
2022-06-29,HOODIE-002,4,160,254
2022-06-30,HOODIE-002,4,160,216
2022-07-01,HOODIE-002,4,160,180
2022-07-02,HOODIE-002,5,200,367
2022-07-03,HOODIE-002,4,160,400
2022-07-04,HOODIE-002,3,120,456
2022-07-05,HOODIE-002,4,160,322
2022-07-06,HOODIE-002,4,160,378
2022-07-07,HOODIE-002,5,200,198
2022-07-08,HOODIE-002,4,160,474
2022-07-09,HOODIE-002,5,200,129
2022-07-10,HOODIE-002,4,160,287
2022-07-11,HOODIE-002,4,160,294
2022-07-12,HOODIE-002,3,120,255
2022-07-13,HOODIE-002,5,200,122
2022-07-14,HOODIE-002,4,160,459
2022-07-15,HOODIE-002,4,160,479
2022-07-16,HOODIE-002,4,160,266
2022-07-17,HOODIE-002,3,120,106
2022-07-18,HOODIE-002,4,160,295
2022-07-19,HOODIE-002,4,160,301
2022-07-20,HOODIE-002,4,160,225
2022-07-21,HOODIE-002,3,120,163
2022-07-22,HOODIE-002,4,160,424
2022-07-23,HOODIE-002,4,160,303
2022-07-24,HOODIE-002,4,160,420
2022-07-25,HOODIE-002,4,160,144
2022-07-26,HOODIE-002,4,160,359
2022-07-27,HOODIE-002,3,120,462
2022-07-28,HOODIE-002,3,120,333
2022-07-29,HOODIE-002,2,80,224
2022-07-30,HOODIE-002,3,120,498
2022-07-31,HOODIE-002,3,120,221
2022-08-01,HOODIE-002,3,120,224
2022-08-02,HOODIE-002,2,80,134
2022-08-03,HOODIE-002,2,80,186
2022-08-04,HOODIE-002,3,120,300
2022-08-05,HOODIE-002,3,120,468
2022-08-06,HOODIE-002,3,120,225
2022-08-07,HOODIE-002,3,120,208
2022-08-08,HOODIE-002,3,120,496
2022-08-09,HOODIE-002,3,120,261
2022-08-10,HOODIE-002,3,120,442
2022-08-11,HOODIE-002,3,120,486
2022-08-12,HOODIE-002,2,80,150
2022-08-13,HOODIE-002,2,80,349
2022-08-14,HOODIE-002,3,120,120
2022-08-15,HOODIE-002,3,120,399
2022-08-16,HOODIE-002,3,120,484
2022-08-17,HOODIE-002,3,120,191
2022-08-18,HOODIE-002,3,120,372
2022-08-19,HOODIE-002,2,80,198
2022-08-20,HOODIE-002,3,120,348
2022-08-21,HOODIE-002,3,120,251
2022-08-22,HOODIE-002,2,80,440
2022-08-23,HOODIE-002,3,120,107
2022-08-24,HOODIE-002,2,80,263
2022-08-25,HOODIE-002,2,80,473
2022-08-26,HOODIE-002,3,120,272
2022-08-27,HOODIE-002,3,120,146
2022-08-28,HOODIE-002,2,80,283
2022-08-29,HOODIE-002,3,120,119
2022-08-30,HOODIE-002,2,80,169
2022-08-31,HOODIE-002,2,80,116
2022-09-01,HOODIE-002,2,80,207
2022-09-02,HOODIE-002,3,120,335
